sku,Brand,Category,sub_category,sub_sub_category,Title,Description,Condition,Price,Image,Product Line,Product Series,Model,OEM Manufacturer,Product Type,# of Cores,Processor Speed,Socket Type
AB548CX, HP ,Processors,Server Processors,NA,AB548CX - HP 1.60GHz Socket PPGA611 Itanium-2 1-Core Processor,HP AB548CX 1.60GHz 533MHz FSB 6MB L2 Cache Socket PPGA611 Intel Itanium-2 Single-core (1 Core) Processor,Refurbished,$58.00,https://cdn.cmshardware.com/images/Images/Products/AB548CX.webp,Itanium ,,,,Micro Processor ,Single-core (1 Core) ,1.60 GHz,Socket PPGA611 
AB548DX, HP ,Processors,Server Processors,NA,AB548DX - HP 1.60GHz Socket PPGA611 Itanium-2 1-Core Processor,HP AB548DX 1.60GHz 533MHz FSB 6MB L2 Cache Socket PPGA611 Intel Itanium-2 Single-core (1 Core) Processor,Refurbished,$58.00,https://cdn.cmshardware.com/images/Images/Products/AB548DX.webp,Itanium ,,,,Micro Processor ,Single-core (1 Core) ,1.60 GHz,Socket PPGA611 
F1660-69101, HP ,Processors,Laptop Processors,NA,F1660-69101 - HP 450MHz 100MHz FSB 256KB Cache Socket PGA495 Intel Pentium III 1-Core Processor,HP F1660-69101 450MHz 100MHz FSB 256KB Cache Socket PGA495 Intel Pentium III 1-Core Processor,Refurbished,$109.00,https://cdn.cmshardware.com/images/Images/Products/F1660-69101.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,450 MHz,Socket PPGA-495 
F1769-69101, HP ,Processors,Laptop Processors,NA,F1769-69101 - HP 450MHz 100MHz FSB 256KB Cache Socket PGA495 Intel Pentium III 1-Core Processor,HP F1769-69101 450MHz 100MHz FSB 256KB Cache Socket PGA495 Intel Pentium III 1-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/F1769-69101.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,450 MHz,Socket PPGA-495 
464952-003, HP ,Processors,Desktop Processors,NA,464952-003 - HP 2.00GHz Socket LGA775 Celeron E1400 2-Core Processor,HP 464952-003 2.00GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron E1400 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/464952-003.webp,Celeron ,,E1400 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket T LGA-775 
488236-213, HP ,Processors,Laptop Processors,NA,488236-213 - HP 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,HP 488236-213 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/488236-213.webp,Core 2 Duo ,P7000 ,  P7570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.26 GHz,Socket PGA-478 
491574-001, HP ,Processors,Desktop Processors,NA,491574-001 - HP 2.00GHz Socket LGA775 Celeron E1400 2-Core Processor,HP 491574-001 2.00GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron E1400 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/491574-001.webp,Celeron ,,E1400 ,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket T LGA-775 
572930-001, HP ,Processors,Laptop Processors,NA,572930-001 - HP 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,HP 572930-001 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/572930-001.webp,Core 2 Duo ,P7000 ,  P7570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.26 GHz,Socket PGA-478 
573177-003, HP ,Processors,Laptop Processors,NA,573177-003 - HP 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,HP 573177-003 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/573177-003.webp,Core 2 Duo ,T6000 ,T6670  ,HP ,Micro Processor ,Dual-core (2 Core) ,2.20 GHz,Socket PGA-478 
535631-004, HP ,Processors,Laptop Processors,NA,535631-004 - HP 2.20GHz Socket PGA478 Celeron 900 1-Core Processor,HP 535631-004 2.20GHz 800MHz FSB 1MB L2 Cache Socket PGA478 Intel Celeron 900 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/535631-004.webp,Celeron ,900 ,900 ,HP ,Micro Processor ,Single-core (1 Core) ,2.20 GHz,Socket PGA-478 
535631-005, HP ,Processors,Laptop Processors,NA,535631-005 - HP 2.20GHz Socket PGA478 Celeron 900 1-Core Processor,HP 535631-005 2.20GHz 800MHz FSB 1MB L2 Cache Socket PGA478 Intel Celeron 900 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/535631-005.webp,Celeron ,900 ,900 ,HP ,Micro Processor ,Single-core (1 Core) ,2.20 GHz,Socket PGA-478 
801237-L21, HPE ,Processors,Server Processors,NA,801237-L21 - HPE 2.40GHz LGA2011-3 E5-2640V4 10-Core Processor,HPE 801237-L21 2.40GHz 8.00GT/s QPI 25MB L3 Cache Socket FCLGA2011-3 Intel Xeon E5-2640V4 Deca-core (10 Core) Processor Kit For ProLiant DL180 Gen9,Refurbished,$130.00,https://cdn.cmshardware.com/images/Images/Products/801237-L21.webp,Xeon ,,E5-2640V4 ,,Processor Upgrade ,Deca-core (10 Core) ,2.40 GHz,Socket FCLGA2011-3 
613453-001, HP ,Processors,Laptop Processors,NA,613453-001 - HP 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,HP 613453-001 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/613453-001.webp,Core 2 Duo ,T6000 ,T6670  ,HP ,Micro Processor ,Dual-core (2 Core) ,2.20 GHz,Socket PGA-478 
572861-800, HP ,Processors,Laptop Processors,NA,572861-800 - HP 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,HP 572861-800 2.20GHz 800MHz FSB 2MB L2 Cache Socket PGA478 Intel Core 2 Duo T6670 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/572861-800.webp,Core 2 Duo ,T6000 ,T6670  ,HP ,Micro Processor ,Dual-core (2 Core) ,2.20 GHz,Socket PGA-478 
572864-800, HP ,Processors,Laptop Processors,NA,572864-800 - HP 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,HP 572864-800 2.26GHz 1066MHz FSB 3MB L2 Cache Socket PGA478 Intel Core 2 Duo P7570 Dual-core (2 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/572864-800.webp,Core 2 Duo ,P7000 ,  P7570 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.26 GHz,Socket PGA-478 
435848-001, HP ,Processors,Laptop Processors,NA,435848-001 - HP 1.83GHz 667MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core 2 Duo T5600 Dual-core (2 Core) Processor,HP 435848-001 1.83GHz 667MHz FSB 2MB L2 Cache Socket PPGA478 Intel Core 2 Duo T5600 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/435848-001.webp,,, T5600  ,,Micro Processor ,Dual-core (2 Core) , 1.83 GHz,Socket PGA-478 
435851-001, HP ,Processors,Laptop Processors,NA,435851-001 - HP 1.73GHz 533MHz FSB 1MB L2 Cache Socket PPGA478 Intel Celeron M 430 Single-core (1 Core) Processor,HP 435851-001 1.73GHz 533MHz FSB 1MB L2 Cache Socket PGA478 Intel Celeron M 430 1-Core Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/435851-001.webp,Celeron M ,400 ,430 ,,Micro Processor ,Single-core (1 Core) ,1.73 GHz,Socket PGA-478 
418941-001, HP ,Processors,Desktop Processors,NA,418941-001 - HP 3.00GHz PLGA775 Pentium D 930 2-Core Processor,HP 418941-001 3.00GHz 800MHz FSB 4MB L2 Cache Socket PLGA775 Intel Pentium D 930 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/418941-001.webp,Pentium D ,, 930 ,HP ,Micro Processor ,Dual-core (2 Core) ,3.00 GHz,
419891-001, HP ,Processors,Desktop Processors,NA,419891-001 - HP 2.53GHz PLGA775 Celeron D 326 1-Core Processor,HP 419891-001 2.53GHz 533MHz FSB 256KB L2 Cache Socket PLGA478/PLGA775 Intel Celeron D 326 Single-core (1 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/419891-001.webp,Celeron D ,,326  ,,Micro Processor ,Single-core (1 Core) ,2.53 GHz,Socket T LGA-775 
419946-001, HP ,Processors,Desktop Processors,NA,419946-001 - HP 1.86GHz PLGA775 Core 2 Duo E6300 2-Core Processor,HP 419946-001 1.86GHz 1066MHz FSB 2MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6300 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/419946-001.webp,Core 2 Duo ,,"
E6300 ",,Micro Processor ,Dual-core (2 Core) ,1.86 GHz,Socket PLGA-775 
412188-001, HP ,Processors,Desktop Processors,NA,412188-001 - HP 1.86GHz PLGA775 Core 2 Duo E6320 2-Core Processor,HP 412188-001 1.86GHz 1066MHz FSB 4MB L2 Cache Socket PLGA775 Intel Core 2 Duo E6320 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/412188-001.webp,Core 2 Duo ,,E6320 ,,Micro Processor ,Dual-core (2 Core) ,1.86 GHz,Socket PLGA-775 
408802-204, HP ,Processors,Desktop Processors,NA,408802-204 - HP 3.06GHz PLGA775 Celeron D 347 1-Core Processor,HP 408802-204 3.06GHz 533MHz FSB 512KB L2 Cache Socket PLGA775 Intel Celeron D 347 Single-core (1 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/408802-204.webp,Celeron D ,,347 ,HP ,Micro Processor ,Single-core (1 Core) ,3.06 GHz,
416342-001, HP ,Processors,Desktop Processors,NA,416342-001 - HP 3.06GHz PLGA775 Celeron D 346 1-Core Processor,HP 416342-001 3.06GHz 533MHz FSB 256KB L2 Cache Socket PLGA775 Intel Celeron D 346 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/416342-001.webp,Celeron D ,,346 ,HP ,Micro Processor ,Single-core (1 Core) ,3.06 GHz,
A6924-62026, HP ,Processors,Server Processors,NA,A6924-62026 - HP 1.50GHz 400MHz FSB Intel Itanium-2 Processor,HP A6924-62026 1.50GHz 400MHz FSB 6MB L3 Cache Intel Itanium-2 Processor,Refurbished,$205.00,https://cdn.cmshardware.com/images/Images/Products/A6924-62026.webp,Itanium 2 ,,,,Micro Processor ,Single-core (1 Core) ,1.50 GHz,Socket PPGA611 
A6924A, HP ,Processors,Server Processors,NA,A6924A - HP 1.50GHz 400MHz FSB 6MB L3 Cache Intel Itanium-2 Processor,HP A6924A 1.50GHz 400MHz FSB 6MB L3 Cache Intel Itanium-2 Processor,Refurbished,$205.00,https://cdn.cmshardware.com/images/Images/Products/A6924A.webp,Itanium 2 ,,,,Micro Processor ,Single-core (1 Core) ,1.50 GHz,Socket PPGA611 
360734-202, HP ,Processors,Desktop Processors,NA,360734-202 - HP 2.93GHz 533MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium 4 515/515J Single-core (1 Core) Processor,HP 360734-202 2.93GHz 533MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium 4 515/515J Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/360734-202.webp,Pentium 4 ,,,HP ,Micro Processor ,Single-core (1 Core) ,2.93 GHz,Socket PLGA-775 
360734-211, HP ,Processors,Desktop Processors,NA,360734-211 - HP 2.93GHz 533MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium 4 515/515J Single-core (1 Core) Processor,HP 360734-211 2.93GHz 533MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium 4 515/515J Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/360734-211.webp,Pentium 4 ,,,HP ,Micro Processor ,Single-core (1 Core) ,2.93 GHz,Socket PLGA-775 
454525-001, HP ,Processors,Server Processors,NA,454525-001 - HP 2.33GHz Socket PLGA775 Xeon 3065 2-Core Processor,HP 454525-001 2.33GHz 1333MHz FSB 4MB L2 Cache Socket PLGA775 Intel Xeon 3065 Dual-core (2 Core) Processor,Refurbished,$125.00,https://cdn.cmshardware.com/images/Images/Products/454525-001.webp,Xeon ,,  3065 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.33 GHz,Socket PLGA-775 
454526-001, HP ,Processors,Server Processors,NA,454526-001 - HP 2.66GHz LGA775 Xeon 3075 2-Core Processor,HP 454526-001 2.66GHz 1333MHz FSB 4MB L2 Cache Socket LGA775 Intel Xeon 3075 Dual-core (2 Core) Processor,Refurbished,$88.00,https://cdn.cmshardware.com/images/Images/Products/454526-001.webp,,,3075  ,,Processor Upgrade ,Dual-core (2 Core) ,2.66 GHz,
GT763-69001, HP ,Processors,Desktop Processors,NA,GT763-69001 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP GT763-69001 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor,Refurbished,$102.00,https://cdn.cmshardware.com/images/Images/Products/GT763-69001.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
KQ495-69001, HP ,Processors,Desktop Processors,NA,KQ495-69001 - HP 2.40GHz LGA775 Pentium E2220 2-Core Processor,HP KQ495-69001 2.40GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium E2220 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-Gen.webp,Core 2 Duo ,,E2220  ,HP ,Micro Processor ,Dual-core (2 Core) ,2.40 GHz,Socket PLGA-775 
KC84569001, HP ,Processors,Desktop Processors,NA,KC84569001 - HP 2.20GHz LGA775 Pentium E2200 2-Core Processor,HP KC84569001 2.20GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium E2200 Dual-core (2 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/KC84569001.webp,Pentium ,,E2200 ,Intel ,Micro Processor ,Dual-core (2 Core) ,2.20 GHz,Socket PLGA-775 
450133-B21, HP ,Processors,Desktop Processors,NA,450133-B21 - HP 1.80GHz PLGA775 Pentium E2160 2-Core Processor,HP 450133-B21 1.80GHz 800MHz FSB 1MB L2 Cache Socket PLGA775 Intel Pentium E2160 Dual-core (2 Core) Processor Kit For ProLiant ML310 G5,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/450133-B21.webp,Pentium ,,E2160 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,1.8 GHz,Socket T LGA-775 
570923-001, HP ,Processors,Desktop Processors,NA,570923-001 - HP 3.06GHz LGA775 Core 2 Duo E7600 2-Core Processor,HP 570923-001 3.06GHz 1066MHz FSB 3MB L2 Cache Socket LGA775 Intel Core 2 Duo E7600 Dual-core (2 Core) Processor,Refurbished,$159.00,https://cdn.cmshardware.com/images/Images/Products/570923-001.webp,Pentium ,,,,Micro Processor ,Dual-core (2 Core) ,3.06 GHz,Socket LGA775 
616007-001, HP ,Processors,Server Processors,NA,616007-001 - HP 3.46GHz Socket LGA1366 X5677 4-Core Processor,HP 616007-001 3.46GHz 6.40GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon X5677 Quad-core (4 Core) Processor For ProLiant DL380 Gen7,Refurbished,$72.00,https://cdn.cmshardware.com/images/Images/Products/616007-001.webp,Xeon ,5600 ,X5677 ,,Processor Upgrade ,Quad-core (4 Core) ,3.46 GHz,
741661-001, HP ,Processors,Desktop Processors,NA,741661-001 - HP 3.00GHz 5.00GT/s DMI2 3MB L3 Cache Socket FCLGA1150 Intel Pentium G3220 Dual-core (2 Core) Processor,HP 741661-001 3.00GHz 5.00GT/s DMI2 3MB L3 Cache Socket FCLGA1150 Intel Pentium G3220 Dual-core (2 Core) Processor,Refurbished,$159.00,https://cdn.cmshardware.com/images/Images/Products/741661-001.webp,Pentium ,,,HP ,Micro Processor ,Dual-core (2 Core) ,3.00 GHz,Socket FCLGA1150 
742564-001, HP ,Processors,Desktop Processors,NA,742564-001 - HP 3.00GHz 5.00GT/s DMI2 3MB L3 Cache Socket FCLGA1150 Intel Pentium G3220 Dual-core (2 Core) Processor,HP 742564-001 3.00GHz 5.00GT/s DMI2 3MB L3 Cache Socket FCLGA1150 Intel Pentium G3220 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/742564-001.webp,Pentium ,,,HP ,Micro Processor ,Dual-core (2 Core) ,3.00 GHz,Socket FCLGA1150 
741664-001, HP ,Processors,Desktop Processors,NA,741664-001 - HP 3.20GHz 5GT/s DMI2 3MB SmartCache Socket FCLGA1150 Intel Pentium G3420 2-Core Processor,HP 741664-001 3.20GHz 5GT/s DMI2 3MB SmartCache Socket FCLGA1150 Intel Pentium G3420 2-Core Processor,Refurbished,$83.00,https://cdn.cmshardware.com/images/Images/Products/741664-001.webp,Pentium ,,,HP ,Micro Processor ,Dual-core (2 Core) ,3.20 GHz,Socket FCLGA1150 
578346-B21, HP ,Processors,Server Processors,NA,578346-B21 - HP 2.53GHz LGA1156 Xeon X3440 4-Core Processor,HP 578346-B21 2.53GHz 2.50GT/s DMI 8MB L3 Cache Socket LGA1156 Intel Xeon X3440 Quad-core (4 Core) Processor For ProLiant ML110 G6,Refurbished,$215.00,https://cdn.cmshardware.com/images/Images/Products/578346-B21.webp,Xeon ,,X3440 ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket LGA1156 
P184663001, HP ,Processors,Desktop Processors,NA,P184663001 - HP 1.10GHz 100MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,HP P184663001 1.10GHz 100MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/P184663001.webp,Celeron ,,PGA370  ,Intel ,Micro Processor ,Single-core (1 Core) ,1.10 GHz,Socket PGA-370 
585886-001, HP ,Processors,Desktop Processors,NA,585886-001 - HP 2.50GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3300 Dual-core (2 Core) Processor,HP 585886-001 2.50GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3300 Dual-core (2 Core) Processor,Refurbished,$191.00,https://cdn.cmshardware.com/images/Images/Products/585886-001.webp,Celeron ,,,HP ,Micro Processor ,Dual-core (2 Core) ,2.50 GHz,Socket T LGA-775 
401264-009, HP ,Processors,Desktop Processors,NA,401264-009 - HP 533MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,HP 401264-009 533MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/401264-009.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,533 MHz,Socket PPGA370 
D8748-63001, HP ,Processors,Desktop Processors,NA,D8748-63001 - HP 533MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,HP D8748-63001 533MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/D8748-63001.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,533 MHz,Socket PPGA370 
443432-048, HP ,Processors,Desktop Processors,NA,443432-048 - HP 1.60GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 420 Single-core (1 Core) Processor,HP 443432-048 1.60GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 420 Single-core (1 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/443432-048.webp,Celeron ,,Celeron 420 ,HP ,Micro Processor ,Single-core (1 Core) ,1.6 GHz,Socket PLGA-775 
454523-001, HP ,Processors,Desktop Processors,NA,454523-001 - HP 1.60GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 420 Single-core (1 Core) Processor,HP 454523-001 1.60GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 420 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/454523-001.webp,Celeron ,,Celeron 420 ,HP ,Micro Processor ,Single-core (1 Core) ,1.6 GHz,Socket PLGA-775 
5065-0477, HP ,Processors,Desktop Processors,NA,5065-0477 - HP 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,HP 5065-0477 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/5065-0477.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket PPGA370 
582019-001, HP ,Processors,Desktop Processors,NA,582019-001 - HP 2.40GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3200 Dual-core (2 Core) Processor,HP 582019-001 2.40GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3200 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/582019-001.webp,Core 2 Duo ,,E3200  ,HP ,Micro Processor ,Dual-core (2 Core) ,2.40 GHz,Socket PLGA-775 
585885-001, HP ,Processors,Desktop Processors,NA,585885-001 - HP 2.70GHz 800MHz FSB 1MB L3 Cache Socket LGA775 Intel Celeron E3500 Dual-core (2 Core) Processor,HP 585885-001 2.70GHz 800MHz FSB 1MB L3 Cache Socket LGA775 Intel Celeron E3500 Dual-core (2 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/585885-001.webp,Celeron ,,E3500 ,HP ,Micro Processor ,Dual-core (2 Core) ,2.70 GHz,Socket PLGA-775 
GG05069001, HP ,Processors,Desktop Processors,NA,GG05069001 - HP 1.80GHz Socket LGA775 Celeron 430 1-Core Processor,HP GG05069001 1.80GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 430 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/GG05069001.webp,Celeron ,,Celeron 430 ,HP ,Micro Processor ,Single-core (1 Core) ,1.8 GHz,Socket PLGA-775 
KZ88669001, HP ,Processors,Desktop Processors,NA,KZ88669001 - HP 2.00GHz Socket LGA775 Celeron E1400 2-Core Processor,HP KZ88669001 2.00GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron E1400 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/KZ88669001.webp,Celeron ,,E1400 ,HP ,Processor Upgrade ,Dual-core (2 Core) ,2.00 GHz,Socket PLGA-775 
P1840-63001, HP ,Processors,Desktop Processors,NA,P1840-63001 - HP 766MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,HP P1840-63001 766MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/P1840-63001.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,700 MHz,Socket PPGA370 
D8747G, HP ,Processors,Desktop Processors,NA,D8747G - HP 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,HP D8747G 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/D8747G.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket PPGA370 
